instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,day,month,year,atemp,hum,windspeed,casual,registered,cnt
158,07-01-2011,0,0,1,20,FALSE,5,0,-0.207851219,7,1,2011,0.1544387292524745,-0.527537737,-0.824535856,-0.554516387,-0.022749942,-0.092752218
159,07-01-2011,0,0,1,21,FALSE,5,0,-0.207851219,7,1,2011,-0.037259093,-0.527537737,-0.579683562,-0.712875467,-0.256878943,-0.336276692
160,07-01-2011,0,0,1,22,FALSE,5,1,-0.207851219,7,1,2011,-0.037259093,-0.755722825,-0.334009617,-0.396157306,-0.363301216,-0.397157811
161,07-01-2011,0,0,1,23,FALSE,5,1,-0.207851219,7,1,2011,-0.037259093,-0.29935265,-0.334009617,-0.554516387,-0.78899031,-0.823325642
162,08-01-2011,0,0,1,0,FALSE,6,1,-0.207851219,8,1,2011,-0.037259093,-0.29935265,-0.334009617,-0.554516387,-0.576145763,-0.62038858
163,08-01-2011,0,0,1,1,FALSE,6,1,-0.207851219,8,1,2011,0.1544387292524745,-0.071167562,-0.946962002,-0.554516387,-0.767705855,-0.803031935
164,08-01-2011,0,0,1,2,FALSE,6,1,-0.207851219,8,1,2011,0.5391038961017014,-0.071167562,-1.683162187,-0.237798226,-0.810274764,-0.803031935
165,08-01-2011,0,0,1,3,FALSE,6,2,-0.207851219,8,1,2011,-0.037259093,-0.071167562,-0.334009617,-0.712875467,-0.937981492,-0.985675291
166,08-01-2011,0,0,1,4,FALSE,6,2,-0.207851219,8,1,2011,-0.037259093,-0.071167562,-0.334009617,-0.712875467,-1.06568822,-1.107437529
167,08-01-2011,0,0,1,5,FALSE,6,1,-0.454043925,8,1,2011,-0.42192426,1.0127116039479385,-0.334009617,-0.712875467,-0.980550402,-1.026262704
168,08-01-2011,0,0,1,6,FALSE,6,1,-0.454043925,8,1,2011,-0.42192426,1.0127116039479385,-0.334009617,-0.712875467,-1.044403766,-1.087143822
169,08-01-2011,0,0,1,7,FALSE,6,1,-0.454043925,8,1,2011,-0.230226438,1.0127116039479385,-0.824535856,-0.554516387,-0.916697038,-0.945087879
170,08-01-2011,0,0,1,8,FALSE,6,2,-0.454043925,8,1,2011,-0.230226438,2.0965907700534525,-0.824535856,-0.712875467,-0.767705855,-0.823325642
171,08-01-2011,0,0,1,9,FALSE,6,2,-0.454043925,8,1,2011,-0.230226438,2.0965907700534525,-0.824535856,-0.712875467,-0.661283582,-0.721857111
172,08-01-2011,0,0,1,10,FALSE,6,1,-0.207851219,8,1,2011,-0.037259093,1.35498923534968,-0.334009617,0.0789199351608125,0.1049567862944126,0.1101848442377811
173,08-01-2011,0,0,1,11,FALSE,6,1,0.0383414870177544,8,1,2011,-0.230226438,0.7274802444464873,1.5056691932466126,-0.396157306,0.1900946049640823,0.1304785504530729
174,08-01-2011,0,0,1,12,FALSE,6,1,0.0383414870177544,8,1,2011,-0.230226438,0.1570175254435854,1.2599952476827516,0.5539971764249141,0.8286282449866055,0.8610519742035778
175,08-01-2011,0,0,1,13,FALSE,6,0,0.0383414870177544,8,1,2011,-0.230226438,-0.698676553,1.015142954110743,0.3956380960035469,0.9350505183236928,0.942226799064745
176,08-01-2011,0,0,1,14,FALSE,6,0,0.0383414870177544,8,1,2011,-0.42192426,-1.383231816,2.363473872740496,1.187433498110383,0.6796370623146835,0.8001708555577024
177,08-01-2011,0,0,1,15,FALSE,6,0,0.0383414870177544,8,1,2011,-0.42192426,-1.383231816,1.9961954323824824,0.0789199351608125,0.3816546969708393,0.3740030250365745
178,08-01-2011,0,0,1,16,FALSE,6,0,-0.207851219,8,1,2011,-0.806589427,-1.554370632,1.9961954323824824,0.5539971764249141,0.3603702423034218,0.4145904374671582
179,08-01-2011,0,0,1,17,FALSE,6,0,-0.454043925,8,1,2011,-0.999556771,-1.098000456,2.8540001118763656,0.0789199351608125,0.2752324236337521,0.2725344939601155
180,08-01-2011,0,0,1,18,FALSE,6,0,-0.700236631,8,1,2011,-0.999556771,-0.983907913,0.7694690085468815,-0.237798226,0.0198189676247428,-0.011577393
181,08-01-2011,0,0,1,19,FALSE,6,0,-0.700236631,8,1,2011,-0.999556771,-1.155046728,0.401368916197016,-0.079439145,-0.533576854,-0.518920048
182,08-01-2011,0,0,1,20,FALSE,6,0,-0.946429337,8,1,2011,-0.999556771,-1.155046728,0.401368916197016,-0.712875467,-0.491007944,-0.559507461
183,08-01-2011,0,0,1,21,FALSE,6,0,-0.946429337,8,1,2011,-1.191254594,-0.983907913,1.2599952476827516,-0.396157306,-0.342016762,-0.376864105
184,08-01-2011,0,0,1,22,FALSE,6,0,-0.946429337,8,1,2011,-1.191254594,-1.155046728,1.5056691932466126,-0.554516387,-0.384585671,-0.437745224
185,08-01-2011,0,0,1,23,FALSE,6,0,-1.192622044,8,1,2011,-1.768887105,-0.983907913,1.9961954323824824,-0.712875467,-0.618714672,-0.681269698
186,09-01-2011,0,0,1,0,FALSE,0,0,-1.192622044,9,1,2011,-1.575919761,-0.812769097,1.5056691932466126,-0.554516387,-0.576145763,-0.62038858
187,09-01-2011,0,0,1,1,FALSE,0,0,-1.192622044,9,1,2011,-1.768887105,-0.812769097,2.1186215791684866,-0.712875467,-0.831559219,-0.88420676
188,09-01-2011,0,0,1,2,FALSE,0,0,-1.192622044,9,1,2011,-1.768887105,-0.584584009,2.1186215791684866,-0.712875467,-0.852843674,-0.904500467
189,09-01-2011,0,0,1,3,FALSE,0,0,-1.192622044,9,1,2011,-1.575919761,-0.584584009,1.7505214868186214,-0.712875467,-1.001834856,-1.04655641
190,09-01-2011,0,0,1,4,FALSE,0,0,-1.43881475,9,1,2011,-1.384221938,-0.185260106,-0.089157323,-0.712875467,-1.06568822,-1.107437529
191,09-01-2011,0,0,1,5,FALSE,0,0,-1.43881475,9,1,2011,-1.384221938,-0.185260106,-0.089157323,-0.712875467,-1.06568822,-1.107437529
192,09-01-2011,0,0,1,6,FALSE,0,0,-1.192622044,9,1,2011,-1.384221938,-0.413445194,0.6470428617608774,-0.712875467,-1.06568822,-1.107437529
193,09-01-2011,0,0,1,7,FALSE,0,0,-1.43881475,9,1,2011,-1.384221938,-0.185260106,-0.089157323,-0.554516387,-0.980550402,-1.005968998
194,09-01-2011,0,0,1,8,FALSE,0,0,-1.192622044,9,1,2011,-1.384221938,-0.413445194,0.6470428617608774,-0.712875467,-0.874128128,-0.924794173
195,09-01-2011,0,0,1,9,FALSE,0,0,-0.946429337,9,1,2011,-1.575919761,-0.584584009,2.6091478183043564,-0.712875467,-0.682568036,-0.742150817
196,09-01-2011,0,0,1,10,FALSE,0,0,-0.700236631,9,1,2011,-1.191254594,-0.755722825,1.5056691932466126,-0.712875467,-0.044034396,-0.13333963
197,09-01-2011,0,0,1,11,FALSE,0,0,-0.454043925,9,1,2011,-0.999556771,-0.926861641,2.6091478183043564,-0.396157306,-0.086603306,-0.13333963
198,09-01-2011,0,0,1,12,FALSE,0,0,-0.207851219,9,1,2011,-0.806589427,-1.098000456,1.9961954323824824,-0.079439145,0.5944992436450137,0.5566463809742007
199,09-01-2011,0,0,1,13,FALSE,0,0,0.0383414870177544,9,1,2011,-0.42192426,-1.269139272,1.9961954323824824,0.2372790155821797,0.3816546969708393,0.3942967312518664
200,09-01-2011,0,0,1,14,FALSE,0,0,0.2845341931317559,9,1,2011,-0.230226438,-1.383231816,2.1186215791684866,0.5539971764249141,0.2752324236337521,0.3334156126059909
201,09-01-2011,0,0,1,15,FALSE,0,0,0.2845341931317559,9,1,2011,-0.037259093,-1.212093,1.2599952476827516,0.0789199351608125,0.5519303343101788,0.5363526747589089
202,09-01-2011,0,0,1,16,FALSE,0,0,0.0383414870177544,9,1,2011,-0.42192426,-1.269139272,1.9961954323824824,1.3457925785317502,0.5944992436450137,0.739289736911827
203,09-01-2011,0,0,1,17,FALSE,0,0,-0.207851219,9,1,2011,-0.614891604,-1.098000456,1.5056691932466126,-0.237798226,0.1688101502966649,0.1304785504530729
204,09-01-2011,0,0,1,18,FALSE,0,0,-0.454043925,9,1,2011,-0.806589427,-0.926861641,1.015142954110743,-0.079439145,-0.15045667,-0.153633337
205,09-01-2011,0,0,1,19,FALSE,0,0,-0.454043925,9,1,2011,-0.806589427,-0.755722825,1.015142954110743,-0.554516387,-0.235594488,-0.29568928
206,09-01-2011,0,0,1,20,FALSE,0,0,-0.700236631,9,1,2011,-0.999556771,-0.584584009,0.401368916197016,-0.712875467,-0.278163398,-0.356570399
207,09-01-2011,0,0,1,21,FALSE,0,0,-0.700236631,9,1,2011,-1.191254594,-0.584584009,1.7505214868186214,-0.554516387,-0.682568036,-0.721857111
208,09-01-2011,0,0,1,22,FALSE,0,0,-0.700236631,9,1,2011,-0.999556771,-0.584584009,0.7694690085468815,0.0789199351608125,-0.874128128,-0.823325642
209,09-01-2011,0,0,1,23,FALSE,0,0,-0.946429337,9,1,2011,-0.806589427,-0.356398922,-0.089157323,-0.712875467,-0.959265947,-1.005968998
210,10-01-2011,0,0,1,0,FALSE,1,0,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.6470428617608774,-0.396157306,-1.023119311,-1.026262704
211,10-01-2011,0,0,1,1,FALSE,1,0,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.6470428617608774,-0.554516387,-1.086972675,-1.107437529
212,10-01-2011,0,0,1,2,FALSE,1,0,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.1565166226250073,-0.712875467,-1.023119311,-1.066850116
213,10-01-2011,0,0,1,3,FALSE,1,0,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.1565166226250073,-0.712875467,-1.06568822,-1.107437529
214,10-01-2011,0,0,1,4,FALSE,1,0,-1.192622044,10,1,2011,-0.999556771,-0.128213834,-0.579683562,-0.554516387,-1.044403766,-1.066850116
215,10-01-2011,0,0,1,5,FALSE,1,0,-1.192622044,10,1,2011,-1.191254594,-0.128213834,0.401368916197016,-0.712875467,-1.023119311,-1.066850116
216,10-01-2011,0,0,1,6,FALSE,1,0,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.6470428617608774,-0.712875467,-0.42715458,-0.498626342
217,10-01-2011,0,0,1,7,FALSE,1,0,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.1565166226250073,-0.396157306,0.5093614249753439,0.4348841436824499
218,10-01-2011,0,0,1,8,FALSE,1,1,-0.946429337,10,1,2011,-0.999556771,-0.356398922,0.6470428617608774,-0.079439145,2.8293669837238444,2.68748553357984
219,10-01-2011,0,0,1,9,FALSE,1,1,-0.700236631,10,1,2011,-0.999556771,-0.356398922,0.401368916197016,-0.396157306,0.8711971543214404,0.7798771493424106
220,10-01-2011,0,0,1,10,FALSE,1,1,-0.700236631,10,1,2011,-0.999556771,-0.356398922,0.7694690085468815,-0.712875467,-0.42715458,-0.498626342
221,10-01-2011,0,0,1,11,FALSE,1,1,-0.454043925,10,1,2011,-0.806589427,-0.527537737,0.6470428617608774,-0.396157306,-0.491007944,-0.518920048
222,10-01-2011,0,0,1,12,FALSE,1,1,0.0383414870177544,10,1,2011,-0.230226438,-0.926861641,0.6470428617608774,0.0789199351608125,-0.086603306,-0.072458512
223,10-01-2011,0,0,1,13,FALSE,1,1,0.0383414870177544,10,1,2011,-0.230226438,-0.926861641,0.6470428617608774,-0.079439145,-0.022749942,-0.031871099
224,10-01-2011,0,0,1,14,FALSE,1,1,0.0383414870177544,10,1,2011,-0.037259093,-0.926861641,0.1565166226250073,-0.712875467,-0.086603306,-0.173927043
225,10-01-2011,0,0,1,15,FALSE,1,1,0.0383414870177544,10,1,2011,-0.037259093,-0.926861641,0.1565166226250073,-0.396157306,-0.171741124,-0.214514455
226,10-01-2011,0,0,1,16,FALSE,1,0,0.0383414870177544,10,1,2011,0.1544387292524745,-0.926861641,-0.579683562,-0.079439145,0.4029391516382567,0.3740030250365745
227,10-01-2011,0,0,1,17,FALSE,1,0,0.0383414870177544,10,1,2011,0.3474060736784892,-0.926861641,-0.824535856,-0.079439145,2.61652243704967,2.4845484714269217
228,10-01-2011,0,0,1,18,FALSE,1,0,0.0383414870177544,10,1,2011,-0.037259093,-0.926861641,0.1565166226250073,-0.554516387,2.190833343701321,2.0177932284752105
229,10-01-2011,0,0,1,19,FALSE,1,0,-0.454043925,10,1,2011,-0.42192426,-0.527537737,-0.334009617,-0.237798226,0.8711971543214404,0.8001708555577024
230,10-01-2011,0,0,1,20,FALSE,1,0,-0.454043925,10,1,2011,-0.42192426,-0.356398922,-0.334009617,-0.554516387,0.466792515640509,0.3740030250365745
231,10-01-2011,0,0,1,21,FALSE,1,0,-0.700236631,10,1,2011,-0.806589427,0.1570175254435854,-0.089157323,-0.554516387,-0.299447852,-0.356570399
232,10-01-2011,0,0,1,22,FALSE,1,0,-0.700236631,10,1,2011,-0.614891604,0.1570175254435854,-0.334009617,-0.396157306,-0.618714672,-0.640682286
233,10-01-2011,0,0,1,23,FALSE,1,0,-0.700236631,10,1,2011,-0.614891604,0.1570175254435854,-0.334009617,-0.712875467,-0.703852491,-0.762444523
234,11-01-2011,0,0,1,0,FALSE,2,0,-0.700236631,11,1,2011,-0.42192426,0.1570175254435854,-0.824535856,-0.396157306,-0.874128128,-0.88420676
235,11-01-2011,0,0,1,1,FALSE,2,0,-0.700236631,11,1,2011,-0.614891604,0.1570175254435854,-0.334009617,-0.712875467,-1.023119311,-1.066850116
236,11-01-2011,0,0,1,2,FALSE,2,1,-0.454043925,11,1,2011,-0.614891604,-0.071167562,-0.089157323,-0.712875467,-1.023119311,-1.066850116
237,11-01-2011,0,0,1,5,FALSE,2,1,-0.454043925,11,1,2011,-0.230226438,-0.071167562,-0.579683562,-0.712875467,-0.959265947,-1.005968998
238,11-01-2011,0,0,1,6,FALSE,2,1,-0.454043925,11,1,2011,-0.230226438,-0.071167562,-0.579683562,-0.712875467,-0.512292399,-0.579801167
239,11-01-2011,0,0,1,7,FALSE,2,1,-0.454043925,11,1,2011,0.3474060736784892,-0.071167562,-1.683162187,-0.396157306,0.9776194276585276,0.8813456804188696
240,11-01-2011,0,0,1,8,FALSE,2,1,-0.207851219,11,1,2011,0.1544387292524745,-0.29935265,-0.946962002,-0.237798226,3.467900623746368,3.2760030138233023
241,11-01-2011,0,0,1,9,FALSE,2,1,-0.207851219,11,1,2011,-0.037259093,-0.29935265,-0.334009617,-0.237798226,1.6161530676810505,1.5104505730929154
242,11-01-2011,0,0,1,10,FALSE,2,1,0.0383414870177544,11,1,2011,0.1544387292524745,-0.29935265,-0.334009617,-0.237798226,-0.001465487,-0.031871099
243,11-01-2011,0,0,1,11,FALSE,2,1,0.0383414870177544,11,1,2011,0.1544387292524745,-0.527537737,-0.579683562,-0.079439145,-0.42715458,-0.417451517
244,11-01-2011,0,0,1,12,FALSE,2,1,0.0383414870177544,11,1,2011,0.3474060736784892,-0.29935265,-0.824535856,-0.396157306,0.0836723316269951,0.0290100193766139
245,11-01-2011,0,0,1,13,FALSE,2,1,0.0383414870177544,11,1,2011,0.3474060736784892,0.1570175254435854,-0.946962002,0.2372790155821797,-0.10788776,-0.072458512
246,11-01-2011,0,0,1,14,FALSE,2,1,0.0383414870177544,11,1,2011,0.3474060736784892,0.1570175254435854,-0.946962002,-0.237798226,0.1900946049640823,0.1507722566683647
247,11-01-2011,0,0,1,15,FALSE,2,1,-0.454043925,11,1,2011,-0.037259093,1.35498923534968,-0.946962002,-0.396157306,-0.129172215,-0.173927043
248,11-01-2011,0,0,1,16,FALSE,2,1,-0.454043925,11,1,2011,-0.614891604,1.697266866751421,0.1565166226250073,-0.079439145,0.4455080609730916,0.4145904374671582
249,11-01-2011,0,0,1,17,FALSE,2,1,-0.454043925,11,1,2011,-0.614891604,1.697266866751421,0.1565166226250073,0.2372790155821797,1.6800064316833028,1.6322128103846665
250,11-01-2011,0,0,1,18,FALSE,2,2,-0.454043925,11,1,2011,-0.230226438,2.0965907700534525,-0.824535856,-0.554516387,0.9137660636562752,0.8001708555577024
251,11-01-2011,0,0,1,19,FALSE,2,2,-0.454043925,11,1,2011,0.3474060736784892,2.0965907700534525,-1.683162187,-0.712875467,-0.001465487,-0.092752218
252,11-01-2011,0,0,1,20,FALSE,2,2,-0.454043925,11,1,2011,-0.614891604,2.0965907700534525,-0.089157323,-0.712875467,-0.405870126,-0.478332636
253,11-01-2011,0,0,1,21,FALSE,2,2,-0.454043925,11,1,2011,-0.037259093,1.697266866751421,-0.946962002,-0.712875467,-0.661283582,-0.721857111
254,11-01-2011,0,0,1,22,FALSE,2,2,-0.454043925,11,1,2011,-0.230226438,2.0965907700534525,-0.824535856,-0.554516387,-0.491007944,-0.539213755
255,11-01-2011,0,0,1,23,FALSE,2,2,-0.454043925,11,1,2011,-0.037259093,2.0965907700534525,-0.946962002,-0.554516387,-0.703852491,-0.742150817
256,12-01-2011,0,0,1,0,FALSE,3,1,-0.454043925,12,1,2011,-0.037259093,1.697266866751421,-0.946962002,-0.712875467,-0.937981492,-0.985675291
257,12-01-2011,0,0,1,1,FALSE,3,1,-0.454043925,12,1,2011,-0.230226438,1.697266866751421,-0.824535856,-0.712875467,-0.959265947,-1.005968998
258,12-01-2011,0,0,1,2,FALSE,3,0,-0.700236631,12,1,2011,-0.614891604,1.697266866751421,-0.579683562,-0.712875467,-1.06568822,-1.107437529
259,12-01-2011,0,0,1,5,FALSE,3,0,-0.700236631,12,1,2011,-0.614891604,1.697266866751421,-0.334009617,-0.712875467,-0.980550402,-1.026262704
260,12-01-2011,0,0,1,6,FALSE,3,0,-0.946429337,12,1,2011,-0.614891604,2.0965907700534525,-0.579683562,-0.712875467,-0.7464214,-0.803031935
261,12-01-2011,0,0,1,7,FALSE,3,0,-0.700236631,12,1,2011,-0.614891604,0.7274802444464873,-0.579683562,-0.712875467,0.0623878769595777,-0.031871099
262,12-01-2011,0,0,1,8,FALSE,3,0,-0.454043925,12,1,2011,-0.42192426,0.1570175254435854,-0.334009617,-0.237798226,1.5735841583462156,1.4698631606623318
263,12-01-2011,0,0,1,9,FALSE,3,0,-0.454043925,12,1,2011,-0.806589427,0.1570175254435854,1.015142954110743,-0.237798226,0.5732147889775963,0.5160589685436172
264,12-01-2011,0,0,1,10,FALSE,3,0,-0.207851219,12,1,2011,-0.230226438,-0.071167562,0.1565166226250073,-0.712875467,-0.256878943,-0.336276692
265,12-01-2011,0,0,1,11,FALSE,3,0,0.0383414870177544,12,1,2011,-0.230226438,-0.29935265,1.5056691932466126,-0.237798226,-0.405870126,-0.417451517
266,12-01-2011,0,0,1,12,FALSE,3,0,0.0383414870177544,12,1,2011,-0.614891604,-0.527537737,3.099674057440226,-0.237798226,0.0198189676247428,-0.011577393
267,12-01-2011,0,0,1,13,FALSE,3,0,0.2845341931317559,12,1,2011,-0.037259093,-0.698676553,1.2599952476827516,-0.712875467,-0.044034396,-0.13333963
268,12-01-2011,0,0,1,14,FALSE,3,0,0.0383414870177544,12,1,2011,-0.230226438,-0.527537737,1.015142954110743,-0.712875467,-0.15045667,-0.234808161
269,12-01-2011,0,0,1,15,FALSE,3,0,0.0383414870177544,12,1,2011,-0.42192426,-0.527537737,1.7505214868186214,-0.554516387,-0.065318851,-0.13333963
270,12-01-2011,0,0,1,16,FALSE,3,0,0.2845341931317559,12,1,2011,-0.037259093,-0.698676553,1.015142954110743,0.0789199351608125,0.2539479689663346,0.2522407877448237
271,12-01-2011,0,0,1,17,FALSE,3,0,0.0383414870177544,12,1,2011,-0.230226438,-0.527537737,1.2599952476827516,-0.712875467,1.87156652369006,1.6930939290305416
272,12-01-2011,0,0,1,18,FALSE,3,0,0.0383414870177544,12,1,2011,-0.614891604,-0.527537737,2.6091478183043564,-0.396157306,1.78642870502039,1.652506516599958
273,12-01-2011,0,0,1,19,FALSE,3,0,-0.207851219,12,1,2011,-0.614891604,-0.527537737,1.7505214868186214,-0.554516387,0.658352607647266,0.5566463809742007
274,12-01-2011,0,0,1,20,FALSE,3,0,-0.454043925,12,1,2011,-0.806589427,-0.356398922,1.015142954110743,-0.396157306,0.0623878769595777,0.0087163131613221
275,12-01-2011,0,0,1,21,FALSE,3,0,-0.454043925,12,1,2011,-0.806589427,-0.071167562,1.015142954110743,-0.712875467,0.12624124096183,0.0290100193766139
276,12-01-2011,0,0,1,22,FALSE,3,0,-0.454043925,12,1,2011,-0.999556771,-0.071167562,1.9961954323824824,-0.554516387,-0.405870126,-0.45803893
277,12-01-2011,0,0,1,23,FALSE,3,0,-0.700236631,12,1,2011,-1.191254594,0.1570175254435854,1.7505214868186214,-0.554516387,-0.682568036,-0.721857111
278,13-01-2011,0,0,1,0,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,0.1570175254435854,0.6470428617608774,-0.554516387,-0.959265947,-0.985675291
279,13-01-2011,0,0,1,1,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.356398922,0.6470428617608774,-0.712875467,-1.044403766,-1.087143822
280,13-01-2011,0,0,1,2,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.356398922,1.2599952476827516,-0.712875467,-1.044403766,-1.087143822
281,13-01-2011,0,0,1,3,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.356398922,1.015142954110743,-0.712875467,-1.023119311,-1.066850116
282,13-01-2011,0,0,1,4,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.356398922,0.401368916197016,-0.712875467,-1.001834856,-1.04655641
283,13-01-2011,0,0,1,5,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.356398922,0.7694690085468815,-0.712875467,-1.023119311,-1.066850116
284,13-01-2011,0,0,1,6,FALSE,4,0,-0.946429337,13,1,2011,-0.614891604,-0.128213834,-0.579683562,-0.712875467,-0.491007944,-0.559507461
285,13-01-2011,0,0,1,7,FALSE,4,0,-0.946429337,13,1,2011,-0.614891604,-0.128213834,-0.579683562,-0.712875467,0.4455080609730916,0.3334156126059909
286,13-01-2011,0,0,1,8,FALSE,4,0,-0.700236631,13,1,2011,-0.806589427,-0.356398922,-0.089157323,0.0789199351608125,3.106064894400271,2.971597420593925
287,13-01-2011,0,0,1,9,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.356398922,1.015142954110743,-0.396157306,1.828997614355225,1.6930939290305416
288,13-01-2011,0,0,1,10,FALSE,4,1,-0.454043925,13,1,2011,-0.806589427,-0.356398922,1.2599952476827516,-0.396157306,-0.320732307,-0.356570399
289,13-01-2011,0,0,1,11,FALSE,4,1,0.0383414870177544,13,1,2011,-0.42192426,-0.698676553,1.9961954323824824,-0.079439145,-0.384585671,-0.376864105
290,13-01-2011,0,0,1,12,FALSE,4,0,0.0383414870177544,13,1,2011,-0.42192426,-0.698676553,1.7505214868186214,-0.237798226,-0.044034396,-0.072458512
291,13-01-2011,0,0,1,13,FALSE,4,0,0.2845341931317559,13,1,2011,-0.037259093,-0.869815369,1.9961954323824824,-0.396157306,0.6370681529798485,0.5566463809742007
292,13-01-2011,0,0,1,14,FALSE,4,0,0.2845341931317559,13,1,2011,-0.037259093,-0.869815369,1.5056691932466126,-0.237798226,-0.256878943,-0.275395574
293,13-01-2011,0,0,1,15,FALSE,4,0,0.5307268992457574,13,1,2011,0.1544387292524745,-1.040954184,0.7694690085468815,0.0789199351608125,0.0836723316269951,0.0898911380224893
294,13-01-2011,0,0,1,16,FALSE,4,0,0.5307268992457574,13,1,2011,0.1544387292524745,-1.040954184,1.2599952476827516,-0.396157306,0.5306458796427613,0.4551778498977417
295,13-01-2011,0,0,1,17,FALSE,4,0,0.0383414870177544,13,1,2011,-0.230226438,-0.926861641,0.6470428617608774,-0.079439145,2.275971162370991,2.159849171982253
296,13-01-2011,0,0,1,18,FALSE,4,0,0.0383414870177544,13,1,2011,-0.230226438,-0.926861641,1.015142954110743,-0.237798226,1.9141354330248948,1.7945624601070007
297,13-01-2011,0,0,1,19,FALSE,4,0,-0.454043925,13,1,2011,-0.614891604,-0.527537737,0.401368916197016,-0.554516387,0.998903882325945,0.8813456804188696
298,13-01-2011,0,0,1,20,FALSE,4,0,-0.454043925,13,1,2011,-0.614891604,-0.527537737,0.1565166226250073,-0.712875467,0.2752324236337521,0.1710659628836565
299,13-01-2011,0,0,1,21,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.584584009,0.7694690085468815,-0.712875467,-0.235594488,-0.315982986
300,13-01-2011,0,0,1,22,FALSE,4,0,-0.700236631,13,1,2011,-0.999556771,-0.584584009,1.015142954110743,-0.712875467,-0.448439035,-0.518920048
301,13-01-2011,0,0,1,23,FALSE,4,0,-0.946429337,13,1,2011,-0.806589427,-0.356398922,-0.089157323,-0.554516387,-0.78899031,-0.823325642
302,14-01-2011,0,0,1,0,FALSE,5,0,-0.946429337,14,1,2011,-0.806589427,-0.356398922,-0.089157323,-0.712875467,-0.78899031,-0.843619348
303,14-01-2011,0,0,1,1,FALSE,5,0,-1.192622044,14,1,2011,-0.999556771,-0.128213834,-0.334009617,-0.712875467,-0.980550402,-1.026262704
304,14-01-2011,0,0,1,2,FALSE,5,0,-1.192622044,14,1,2011,-0.999556771,-0.128213834,-0.579683562,-0.712875467,-1.06568822,-1.107437529
305,14-01-2011,0,0,1,3,FALSE,5,0,-1.192622044,14,1,2011,-0.806589427,-0.128213834,-0.824535856,-0.712875467,-1.06568822,-1.107437529
306,14-01-2011,0,0,1,5,FALSE,5,0,-1.192622044,14,1,2011,-0.806589427,-0.128213834,-0.946962002,-0.712875467,-0.916697038,-0.965381585
307,14-01-2011,0,0,1,6,FALSE,5,0,-1.192622044,14,1,2011,-0.230226438,-0.128213834,-1.683162187,-0.712875467,-0.725136946,-0.782738229
308,14-01-2011,0,0,1,7,FALSE,5,0,-1.192622044,14,1,2011,-0.999556771,1.0127116039479385,-0.334009617,-0.712875467,0.4029391516382567,0.2928282001754073
309,14-01-2011,0,0,1,8,FALSE,5,0,-0.946429337,14,1,2011,-0.42192426,0.6704339725461976,-1.683162187,-0.396157306,2.2334022530361564,2.078674347121086
310,14-01-2011,0,0,1,9,FALSE,5,0,-0.700236631,14,1,2011,-0.614891604,0.7274802444464873,-0.579683562,-0.712875467,1.403308521006876,1.246632392294122
311,14-01-2011,0,0,1,10,FALSE,5,0,-0.207851219,14,1,2011,-0.230226438,-0.071167562,-0.089157323,-0.079439145,-0.235594488,-0.234808161
312,14-01-2011,0,0,1,11,FALSE,5,0,-0.207851219,14,1,2011,-0.42192426,-0.29935265,0.6470428617608774,0.2372790155821797,-0.086603306,-0.052164805
313,14-01-2011,0,0,1,12,FALSE,5,0,0.0383414870177544,14,1,2011,-0.037259093,-0.698676553,0.401368916197016,-0.396157306,0.1688101502966649,0.1101848442377811
314,14-01-2011,0,0,1,13,FALSE,5,0,0.2845341931317559,14,1,2011,-0.037259093,-1.098000456,1.5056691932466126,-0.079439145,0.466792515640509,0.4348841436824499
315,14-01-2011,0,0,1,14,FALSE,5,0,0.2845341931317559,14,1,2011,0.1544387292524745,-0.869815369,0.6470428617608774,0.0789199351608125,0.1688101502966649,0.1710659628836565
316,14-01-2011,0,0,1,15,FALSE,5,0,0.5307268992457574,14,1,2011,0.5391038961017014,-1.040954184,-0.334009617,0.7123562568462813,0.1688101502966649,0.2522407877448237
317,14-01-2011,0,0,1,16,FALSE,5,0,0.2845341931317559,14,1,2011,0.5391038961017014,-0.869815369,-0.824535856,-0.237798226,0.7647748809843532,0.6987023244812434
318,14-01-2011,0,0,1,17,FALSE,5,0,0.2845341931317559,14,1,2011,0.3474060736784892,-0.869815369,-0.334009617,-0.079439145,2.212117798368739,2.0989680533363777
319,14-01-2011,0,0,1,18,FALSE,5,0,0.0383414870177544,14,1,2011,0.7320712405277162,-0.527537737,-1.683162187,0.0789199351608125,1.7651442503529726,1.6930939290305416
