instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,year
153,07-01-2011,0,0,1,15,False,5,1,0.0383414870177544,0.1544387292524745,-1.098000456,-0.334009617,0.7123562568462813,0.2539479689663346,0.3334156126059909,7.0,1.0,2011.0
154,07-01-2011,0,0,1,16,False,5,1,0.0383414870177544,0.1544387292524745,-1.098000456,-0.334009617,0.0789199351608125,0.658352607647266,0.6378212058353679,7.0,1.0,2011.0
155,07-01-2011,0,0,1,17,False,5,1,0.0383414870177544,0.7320712405277162,-1.098000456,-1.683162187,0.7123562568462813,2.70166025571934,2.6671918273645483,7.0,1.0,2011.0
156,07-01-2011,0,0,1,18,False,5,0,0.0383414870177544,0.3474060736784892,-0.926861641,-0.946962002,0.3956380960035469,1.3820240663394587,1.3683946295858729,7.0,1.0,2011.0
157,07-01-2011,0,0,1,19,False,5,0,-0.454043925,-0.037259093,-0.071167562,-0.946962002,-0.237798226,0.8711971543214404,0.8001708555577024,7.0,1.0,2011.0
158,07-01-2011,0,0,1,20,False,5,0,-0.207851219,0.1544387292524745,-0.527537737,-0.824535856,-0.554516387,-0.022749942,-0.092752218,7.0,1.0,2011.0
159,07-01-2011,0,0,1,21,False,5,0,-0.207851219,-0.037259093,-0.527537737,-0.579683562,-0.712875467,-0.256878943,-0.336276692,7.0,1.0,2011.0
160,07-01-2011,0,0,1,22,False,5,1,-0.207851219,-0.037259093,-0.755722825,-0.334009617,-0.396157306,-0.363301216,-0.397157811,7.0,1.0,2011.0
161,07-01-2011,0,0,1,23,False,5,1,-0.207851219,-0.037259093,-0.29935265,-0.334009617,-0.554516387,-0.78899031,-0.823325642,7.0,1.0,2011.0
162,08-01-2011,0,0,1,0,False,6,1,-0.207851219,-0.037259093,-0.29935265,-0.334009617,-0.554516387,-0.576145763,-0.62038858,8.0,1.0,2011.0
163,08-01-2011,0,0,1,1,False,6,1,-0.207851219,0.1544387292524745,-0.071167562,-0.946962002,-0.554516387,-0.767705855,-0.803031935,8.0,1.0,2011.0
164,08-01-2011,0,0,1,2,False,6,1,-0.207851219,0.5391038961017014,-0.071167562,-1.683162187,-0.237798226,-0.810274764,-0.803031935,8.0,1.0,2011.0
165,08-01-2011,0,0,1,3,False,6,2,-0.207851219,-0.037259093,-0.071167562,-0.334009617,-0.712875467,-0.937981492,-0.985675291,8.0,1.0,2011.0
166,08-01-2011,0,0,1,4,False,6,2,-0.207851219,-0.037259093,-0.071167562,-0.334009617,-0.712875467,-1.06568822,-1.107437529,8.0,1.0,2011.0
167,08-01-2011,0,0,1,5,False,6,1,-0.454043925,-0.42192426,1.0127116039479385,-0.334009617,-0.712875467,-0.980550402,-1.026262704,8.0,1.0,2011.0
168,08-01-2011,0,0,1,6,False,6,1,-0.454043925,-0.42192426,1.0127116039479385,-0.334009617,-0.712875467,-1.044403766,-1.087143822,8.0,1.0,2011.0
169,08-01-2011,0,0,1,7,False,6,1,-0.454043925,-0.230226438,1.0127116039479385,-0.824535856,-0.554516387,-0.916697038,-0.945087879,8.0,1.0,2011.0
170,08-01-2011,0,0,1,8,False,6,2,-0.454043925,-0.230226438,2.0965907700534525,-0.824535856,-0.712875467,-0.767705855,-0.823325642,8.0,1.0,2011.0
171,08-01-2011,0,0,1,9,False,6,2,-0.454043925,-0.230226438,2.0965907700534525,-0.824535856,-0.712875467,-0.661283582,-0.721857111,8.0,1.0,2011.0
172,08-01-2011,0,0,1,10,False,6,1,-0.207851219,-0.037259093,1.35498923534968,-0.334009617,0.0789199351608125,0.1049567862944126,0.1101848442377811,8.0,1.0,2011.0
173,08-01-2011,0,0,1,11,False,6,1,0.0383414870177544,-0.230226438,0.7274802444464873,1.5056691932466126,-0.396157306,0.1900946049640823,0.1304785504530729,8.0,1.0,2011.0
174,08-01-2011,0,0,1,12,False,6,1,0.0383414870177544,-0.230226438,0.1570175254435854,1.2599952476827516,0.5539971764249141,0.8286282449866055,0.8610519742035778,8.0,1.0,2011.0
175,08-01-2011,0,0,1,13,False,6,0,0.0383414870177544,-0.230226438,-0.698676553,1.015142954110743,0.3956380960035469,0.9350505183236928,0.942226799064745,8.0,1.0,2011.0
176,08-01-2011,0,0,1,14,False,6,0,0.0383414870177544,-0.42192426,-1.383231816,2.363473872740496,1.187433498110383,0.6796370623146835,0.8001708555577024,8.0,1.0,2011.0
177,08-01-2011,0,0,1,15,False,6,0,0.0383414870177544,-0.42192426,-1.383231816,1.9961954323824824,0.0789199351608125,0.3816546969708393,0.3740030250365745,8.0,1.0,2011.0
178,08-01-2011,0,0,1,16,False,6,0,-0.207851219,-0.806589427,-1.554370632,1.9961954323824824,0.5539971764249141,0.3603702423034218,0.4145904374671582,8.0,1.0,2011.0
179,08-01-2011,0,0,1,17,False,6,0,-0.454043925,-0.999556771,-1.098000456,2.8540001118763656,0.0789199351608125,0.2752324236337521,0.2725344939601155,8.0,1.0,2011.0
180,08-01-2011,0,0,1,18,False,6,0,-0.700236631,-0.999556771,-0.983907913,0.7694690085468815,-0.237798226,0.0198189676247428,-0.011577393,8.0,1.0,2011.0
181,08-01-2011,0,0,1,19,False,6,0,-0.700236631,-0.999556771,-1.155046728,0.401368916197016,-0.079439145,-0.533576854,-0.518920048,8.0,1.0,2011.0
182,08-01-2011,0,0,1,20,False,6,0,-0.946429337,-0.999556771,-1.155046728,0.401368916197016,-0.712875467,-0.491007944,-0.559507461,8.0,1.0,2011.0
183,08-01-2011,0,0,1,21,False,6,0,-0.946429337,-1.191254594,-0.983907913,1.2599952476827516,-0.396157306,-0.342016762,-0.376864105,8.0,1.0,2011.0
184,08-01-2011,0,0,1,22,False,6,0,-0.946429337,-1.191254594,-1.155046728,1.5056691932466126,-0.554516387,-0.384585671,-0.437745224,8.0,1.0,2011.0
185,08-01-2011,0,0,1,23,False,6,0,-1.192622044,-1.768887105,-0.983907913,1.9961954323824824,-0.712875467,-0.618714672,-0.681269698,8.0,1.0,2011.0
186,09-01-2011,0,0,1,0,False,0,0,-1.192622044,-1.575919761,-0.812769097,1.5056691932466126,-0.554516387,-0.576145763,-0.62038858,9.0,1.0,2011.0
187,09-01-2011,0,0,1,1,False,0,0,-1.192622044,-1.768887105,-0.812769097,2.1186215791684866,-0.712875467,-0.831559219,-0.88420676,9.0,1.0,2011.0
188,09-01-2011,0,0,1,2,False,0,0,-1.192622044,-1.768887105,-0.584584009,2.1186215791684866,-0.712875467,-0.852843674,-0.904500467,9.0,1.0,2011.0
189,09-01-2011,0,0,1,3,False,0,0,-1.192622044,-1.575919761,-0.584584009,1.7505214868186214,-0.712875467,-1.001834856,-1.04655641,9.0,1.0,2011.0
190,09-01-2011,0,0,1,4,False,0,0,-1.43881475,-1.384221938,-0.185260106,-0.089157323,-0.712875467,-1.06568822,-1.107437529,9.0,1.0,2011.0
191,09-01-2011,0,0,1,5,False,0,0,-1.43881475,-1.384221938,-0.185260106,-0.089157323,-0.712875467,-1.06568822,-1.107437529,9.0,1.0,2011.0
192,09-01-2011,0,0,1,6,False,0,0,-1.192622044,-1.384221938,-0.413445194,0.6470428617608774,-0.712875467,-1.06568822,-1.107437529,9.0,1.0,2011.0
193,09-01-2011,0,0,1,7,False,0,0,-1.43881475,-1.384221938,-0.185260106,-0.089157323,-0.554516387,-0.980550402,-1.005968998,9.0,1.0,2011.0
194,09-01-2011,0,0,1,8,False,0,0,-1.192622044,-1.384221938,-0.413445194,0.6470428617608774,-0.712875467,-0.874128128,-0.924794173,9.0,1.0,2011.0
195,09-01-2011,0,0,1,9,False,0,0,-0.946429337,-1.575919761,-0.584584009,2.6091478183043564,-0.712875467,-0.682568036,-0.742150817,9.0,1.0,2011.0
196,09-01-2011,0,0,1,10,False,0,0,-0.700236631,-1.191254594,-0.755722825,1.5056691932466126,-0.712875467,-0.044034396,-0.13333963,9.0,1.0,2011.0
197,09-01-2011,0,0,1,11,False,0,0,-0.454043925,-0.999556771,-0.926861641,2.6091478183043564,-0.396157306,-0.086603306,-0.13333963,9.0,1.0,2011.0
198,09-01-2011,0,0,1,12,False,0,0,-0.207851219,-0.806589427,-1.098000456,1.9961954323824824,-0.079439145,0.5944992436450137,0.5566463809742007,9.0,1.0,2011.0
199,09-01-2011,0,0,1,13,False,0,0,0.0383414870177544,-0.42192426,-1.269139272,1.9961954323824824,0.2372790155821797,0.3816546969708393,0.3942967312518664,9.0,1.0,2011.0
200,09-01-2011,0,0,1,14,False,0,0,0.2845341931317559,-0.230226438,-1.383231816,2.1186215791684866,0.5539971764249141,0.2752324236337521,0.3334156126059909,9.0,1.0,2011.0
201,09-01-2011,0,0,1,15,False,0,0,0.2845341931317559,-0.037259093,-1.212093,1.2599952476827516,0.0789199351608125,0.5519303343101788,0.5363526747589089,9.0,1.0,2011.0
202,09-01-2011,0,0,1,16,False,0,0,0.0383414870177544,-0.42192426,-1.269139272,1.9961954323824824,1.3457925785317502,0.5944992436450137,0.739289736911827,9.0,1.0,2011.0
203,09-01-2011,0,0,1,17,False,0,0,-0.207851219,-0.614891604,-1.098000456,1.5056691932466126,-0.237798226,0.1688101502966649,0.1304785504530729,9.0,1.0,2011.0
204,09-01-2011,0,0,1,18,False,0,0,-0.454043925,-0.806589427,-0.926861641,1.015142954110743,-0.079439145,-0.15045667,-0.153633337,9.0,1.0,2011.0
205,09-01-2011,0,0,1,19,False,0,0,-0.454043925,-0.806589427,-0.755722825,1.015142954110743,-0.554516387,-0.235594488,-0.29568928,9.0,1.0,2011.0
206,09-01-2011,0,0,1,20,False,0,0,-0.700236631,-0.999556771,-0.584584009,0.401368916197016,-0.712875467,-0.278163398,-0.356570399,9.0,1.0,2011.0
207,09-01-2011,0,0,1,21,False,0,0,-0.700236631,-1.191254594,-0.584584009,1.7505214868186214,-0.554516387,-0.682568036,-0.721857111,9.0,1.0,2011.0
208,09-01-2011,0,0,1,22,False,0,0,-0.700236631,-0.999556771,-0.584584009,0.7694690085468815,0.0789199351608125,-0.874128128,-0.823325642,9.0,1.0,2011.0
209,09-01-2011,0,0,1,23,False,0,0,-0.946429337,-0.806589427,-0.356398922,-0.089157323,-0.712875467,-0.959265947,-1.005968998,9.0,1.0,2011.0
210,10-01-2011,0,0,1,0,False,1,0,-0.946429337,-0.999556771,-0.356398922,0.6470428617608774,-0.396157306,-1.023119311,-1.026262704,10.0,1.0,2011.0
211,10-01-2011,0,0,1,1,False,1,0,-0.946429337,-0.999556771,-0.356398922,0.6470428617608774,-0.554516387,-1.086972675,-1.107437529,10.0,1.0,2011.0
212,10-01-2011,0,0,1,2,False,1,0,-0.946429337,-0.999556771,-0.356398922,0.1565166226250073,-0.712875467,-1.023119311,-1.066850116,10.0,1.0,2011.0
213,10-01-2011,0,0,1,3,False,1,0,-0.946429337,-0.999556771,-0.356398922,0.1565166226250073,-0.712875467,-1.06568822,-1.107437529,10.0,1.0,2011.0
214,10-01-2011,0,0,1,4,False,1,0,-1.192622044,-0.999556771,-0.128213834,-0.579683562,-0.554516387,-1.044403766,-1.066850116,10.0,1.0,2011.0
215,10-01-2011,0,0,1,5,False,1,0,-1.192622044,-1.191254594,-0.128213834,0.401368916197016,-0.712875467,-1.023119311,-1.066850116,10.0,1.0,2011.0
216,10-01-2011,0,0,1,6,False,1,0,-0.946429337,-0.999556771,-0.356398922,0.6470428617608774,-0.712875467,-0.42715458,-0.498626342,10.0,1.0,2011.0
217,10-01-2011,0,0,1,7,False,1,0,-0.946429337,-0.999556771,-0.356398922,0.1565166226250073,-0.396157306,0.5093614249753439,0.4348841436824499,10.0,1.0,2011.0
218,10-01-2011,0,0,1,8,False,1,1,-0.946429337,-0.999556771,-0.356398922,0.6470428617608774,-0.079439145,2.8293669837238444,2.68748553357984,10.0,1.0,2011.0
219,10-01-2011,0,0,1,9,False,1,1,-0.700236631,-0.999556771,-0.356398922,0.401368916197016,-0.396157306,0.8711971543214404,0.7798771493424106,10.0,1.0,2011.0
220,10-01-2011,0,0,1,10,False,1,1,-0.700236631,-0.999556771,-0.356398922,0.7694690085468815,-0.712875467,-0.42715458,-0.498626342,10.0,1.0,2011.0
221,10-01-2011,0,0,1,11,False,1,1,-0.454043925,-0.806589427,-0.527537737,0.6470428617608774,-0.396157306,-0.491007944,-0.518920048,10.0,1.0,2011.0
222,10-01-2011,0,0,1,12,False,1,1,0.0383414870177544,-0.230226438,-0.926861641,0.6470428617608774,0.0789199351608125,-0.086603306,-0.072458512,10.0,1.0,2011.0
223,10-01-2011,0,0,1,13,False,1,1,0.0383414870177544,-0.230226438,-0.926861641,0.6470428617608774,-0.079439145,-0.022749942,-0.031871099,10.0,1.0,2011.0
224,10-01-2011,0,0,1,14,False,1,1,0.0383414870177544,-0.037259093,-0.926861641,0.1565166226250073,-0.712875467,-0.086603306,-0.173927043,10.0,1.0,2011.0
225,10-01-2011,0,0,1,15,False,1,1,0.0383414870177544,-0.037259093,-0.926861641,0.1565166226250073,-0.396157306,-0.171741124,-0.214514455,10.0,1.0,2011.0
226,10-01-2011,0,0,1,16,False,1,0,0.0383414870177544,0.1544387292524745,-0.926861641,-0.579683562,-0.079439145,0.4029391516382567,0.3740030250365745,10.0,1.0,2011.0
227,10-01-2011,0,0,1,17,False,1,0,0.0383414870177544,0.3474060736784892,-0.926861641,-0.824535856,-0.079439145,2.61652243704967,2.4845484714269217,10.0,1.0,2011.0
228,10-01-2011,0,0,1,18,False,1,0,0.0383414870177544,-0.037259093,-0.926861641,0.1565166226250073,-0.554516387,2.190833343701321,2.0177932284752105,10.0,1.0,2011.0
229,10-01-2011,0,0,1,19,False,1,0,-0.454043925,-0.42192426,-0.527537737,-0.334009617,-0.237798226,0.8711971543214404,0.8001708555577024,10.0,1.0,2011.0
230,10-01-2011,0,0,1,20,False,1,0,-0.454043925,-0.42192426,-0.356398922,-0.334009617,-0.554516387,0.466792515640509,0.3740030250365745,10.0,1.0,2011.0
231,10-01-2011,0,0,1,21,False,1,0,-0.700236631,-0.806589427,0.1570175254435854,-0.089157323,-0.554516387,-0.299447852,-0.356570399,10.0,1.0,2011.0
232,10-01-2011,0,0,1,22,False,1,0,-0.700236631,-0.614891604,0.1570175254435854,-0.334009617,-0.396157306,-0.618714672,-0.640682286,10.0,1.0,2011.0
233,10-01-2011,0,0,1,23,False,1,0,-0.700236631,-0.614891604,0.1570175254435854,-0.334009617,-0.712875467,-0.703852491,-0.762444523,10.0,1.0,2011.0
234,11-01-2011,0,0,1,0,False,2,0,-0.700236631,-0.42192426,0.1570175254435854,-0.824535856,-0.396157306,-0.874128128,-0.88420676,11.0,1.0,2011.0
235,11-01-2011,0,0,1,1,False,2,0,-0.700236631,-0.614891604,0.1570175254435854,-0.334009617,-0.712875467,-1.023119311,-1.066850116,11.0,1.0,2011.0
236,11-01-2011,0,0,1,2,False,2,1,-0.454043925,-0.614891604,-0.071167562,-0.089157323,-0.712875467,-1.023119311,-1.066850116,11.0,1.0,2011.0
237,11-01-2011,0,0,1,5,False,2,1,-0.454043925,-0.230226438,-0.071167562,-0.579683562,-0.712875467,-0.959265947,-1.005968998,11.0,1.0,2011.0
238,11-01-2011,0,0,1,6,False,2,1,-0.454043925,-0.230226438,-0.071167562,-0.579683562,-0.712875467,-0.512292399,-0.579801167,11.0,1.0,2011.0
239,11-01-2011,0,0,1,7,False,2,1,-0.454043925,0.3474060736784892,-0.071167562,-1.683162187,-0.396157306,0.9776194276585276,0.8813456804188696,11.0,1.0,2011.0
240,11-01-2011,0,0,1,8,False,2,1,-0.207851219,0.1544387292524745,-0.29935265,-0.946962002,-0.237798226,3.467900623746368,3.2760030138233023,11.0,1.0,2011.0
241,11-01-2011,0,0,1,9,False,2,1,-0.207851219,-0.037259093,-0.29935265,-0.334009617,-0.237798226,1.6161530676810505,1.5104505730929154,11.0,1.0,2011.0
242,11-01-2011,0,0,1,10,False,2,1,0.0383414870177544,0.1544387292524745,-0.29935265,-0.334009617,-0.237798226,-0.001465487,-0.031871099,11.0,1.0,2011.0
243,11-01-2011,0,0,1,11,False,2,1,0.0383414870177544,0.1544387292524745,-0.527537737,-0.579683562,-0.079439145,-0.42715458,-0.417451517,11.0,1.0,2011.0
244,11-01-2011,0,0,1,12,False,2,1,0.0383414870177544,0.3474060736784892,-0.29935265,-0.824535856,-0.396157306,0.0836723316269951,0.0290100193766139,11.0,1.0,2011.0
245,11-01-2011,0,0,1,13,False,2,1,0.0383414870177544,0.3474060736784892,0.1570175254435854,-0.946962002,0.2372790155821797,-0.10788776,-0.072458512,11.0,1.0,2011.0
246,11-01-2011,0,0,1,14,False,2,1,0.0383414870177544,0.3474060736784892,0.1570175254435854,-0.946962002,-0.237798226,0.1900946049640823,0.1507722566683647,11.0,1.0,2011.0
247,11-01-2011,0,0,1,15,False,2,1,-0.454043925,-0.037259093,1.35498923534968,-0.946962002,-0.396157306,-0.129172215,-0.173927043,11.0,1.0,2011.0
248,11-01-2011,0,0,1,16,False,2,1,-0.454043925,-0.614891604,1.697266866751421,0.1565166226250073,-0.079439145,0.4455080609730916,0.4145904374671582,11.0,1.0,2011.0
249,11-01-2011,0,0,1,17,False,2,1,-0.454043925,-0.614891604,1.697266866751421,0.1565166226250073,0.2372790155821797,1.6800064316833028,1.6322128103846665,11.0,1.0,2011.0
250,11-01-2011,0,0,1,18,False,2,2,-0.454043925,-0.230226438,2.0965907700534525,-0.824535856,-0.554516387,0.9137660636562752,0.8001708555577024,11.0,1.0,2011.0
251,11-01-2011,0,0,1,19,False,2,2,-0.454043925,0.3474060736784892,2.0965907700534525,-1.683162187,-0.712875467,-0.001465487,-0.092752218,11.0,1.0,2011.0
252,11-01-2011,0,0,1,20,False,2,2,-0.454043925,-0.614891604,2.0965907700534525,-0.089157323,-0.712875467,-0.405870126,-0.478332636,11.0,1.0,2011.0
253,11-01-2011,0,0,1,21,False,2,2,-0.454043925,-0.037259093,1.697266866751421,-0.946962002,-0.712875467,-0.661283582,-0.721857111,11.0,1.0,2011.0
254,11-01-2011,0,0,1,22,False,2,2,-0.454043925,-0.230226438,2.0965907700534525,-0.824535856,-0.554516387,-0.491007944,-0.539213755,11.0,1.0,2011.0
255,11-01-2011,0,0,1,23,False,2,2,-0.454043925,-0.037259093,2.0965907700534525,-0.946962002,-0.554516387,-0.703852491,-0.742150817,11.0,1.0,2011.0
256,12-01-2011,0,0,1,0,False,3,1,-0.454043925,-0.037259093,1.697266866751421,-0.946962002,-0.712875467,-0.937981492,-0.985675291,12.0,1.0,2011.0
257,12-01-2011,0,0,1,1,False,3,1,-0.454043925,-0.230226438,1.697266866751421,-0.824535856,-0.712875467,-0.959265947,-1.005968998,12.0,1.0,2011.0
258,12-01-2011,0,0,1,2,False,3,0,-0.700236631,-0.614891604,1.697266866751421,-0.579683562,-0.712875467,-1.06568822,-1.107437529,12.0,1.0,2011.0
259,12-01-2011,0,0,1,5,False,3,0,-0.700236631,-0.614891604,1.697266866751421,-0.334009617,-0.712875467,-0.980550402,-1.026262704,12.0,1.0,2011.0
260,12-01-2011,0,0,1,6,False,3,0,-0.946429337,-0.614891604,2.0965907700534525,-0.579683562,-0.712875467,-0.7464214,-0.803031935,12.0,1.0,2011.0
261,12-01-2011,0,0,1,7,False,3,0,-0.700236631,-0.614891604,0.7274802444464873,-0.579683562,-0.712875467,0.0623878769595777,-0.031871099,12.0,1.0,2011.0
262,12-01-2011,0,0,1,8,False,3,0,-0.454043925,-0.42192426,0.1570175254435854,-0.334009617,-0.237798226,1.5735841583462156,1.4698631606623318,12.0,1.0,2011.0
263,12-01-2011,0,0,1,9,False,3,0,-0.454043925,-0.806589427,0.1570175254435854,1.015142954110743,-0.237798226,0.5732147889775963,0.5160589685436172,12.0,1.0,2011.0
264,12-01-2011,0,0,1,10,False,3,0,-0.207851219,-0.230226438,-0.071167562,0.1565166226250073,-0.712875467,-0.256878943,-0.336276692,12.0,1.0,2011.0
265,12-01-2011,0,0,1,11,False,3,0,0.0383414870177544,-0.230226438,-0.29935265,1.5056691932466126,-0.237798226,-0.405870126,-0.417451517,12.0,1.0,2011.0
266,12-01-2011,0,0,1,12,False,3,0,0.0383414870177544,-0.614891604,-0.527537737,3.099674057440226,-0.237798226,0.0198189676247428,-0.011577393,12.0,1.0,2011.0
267,12-01-2011,0,0,1,13,False,3,0,0.2845341931317559,-0.037259093,-0.698676553,1.2599952476827516,-0.712875467,-0.044034396,-0.13333963,12.0,1.0,2011.0
268,12-01-2011,0,0,1,14,False,3,0,0.0383414870177544,-0.230226438,-0.527537737,1.015142954110743,-0.712875467,-0.15045667,-0.234808161,12.0,1.0,2011.0
269,12-01-2011,0,0,1,15,False,3,0,0.0383414870177544,-0.42192426,-0.527537737,1.7505214868186214,-0.554516387,-0.065318851,-0.13333963,12.0,1.0,2011.0
270,12-01-2011,0,0,1,16,False,3,0,0.2845341931317559,-0.037259093,-0.698676553,1.015142954110743,0.0789199351608125,0.2539479689663346,0.2522407877448237,12.0,1.0,2011.0
271,12-01-2011,0,0,1,17,False,3,0,0.0383414870177544,-0.230226438,-0.527537737,1.2599952476827516,-0.712875467,1.87156652369006,1.6930939290305416,12.0,1.0,2011.0
272,12-01-2011,0,0,1,18,False,3,0,0.0383414870177544,-0.614891604,-0.527537737,2.6091478183043564,-0.396157306,1.78642870502039,1.652506516599958,12.0,1.0,2011.0
273,12-01-2011,0,0,1,19,False,3,0,-0.207851219,-0.614891604,-0.527537737,1.7505214868186214,-0.554516387,0.658352607647266,0.5566463809742007,12.0,1.0,2011.0
274,12-01-2011,0,0,1,20,False,3,0,-0.454043925,-0.806589427,-0.356398922,1.015142954110743,-0.396157306,0.0623878769595777,0.0087163131613221,12.0,1.0,2011.0
275,12-01-2011,0,0,1,21,False,3,0,-0.454043925,-0.806589427,-0.071167562,1.015142954110743,-0.712875467,0.12624124096183,0.0290100193766139,12.0,1.0,2011.0
276,12-01-2011,0,0,1,22,False,3,0,-0.454043925,-0.999556771,-0.071167562,1.9961954323824824,-0.554516387,-0.405870126,-0.45803893,12.0,1.0,2011.0
277,12-01-2011,0,0,1,23,False,3,0,-0.700236631,-1.191254594,0.1570175254435854,1.7505214868186214,-0.554516387,-0.682568036,-0.721857111,12.0,1.0,2011.0
278,13-01-2011,0,0,1,0,False,4,0,-0.700236631,-0.999556771,0.1570175254435854,0.6470428617608774,-0.554516387,-0.959265947,-0.985675291,13.0,1.0,2011.0
279,13-01-2011,0,0,1,1,False,4,0,-0.700236631,-0.999556771,-0.356398922,0.6470428617608774,-0.712875467,-1.044403766,-1.087143822,13.0,1.0,2011.0
280,13-01-2011,0,0,1,2,False,4,0,-0.700236631,-0.999556771,-0.356398922,1.2599952476827516,-0.712875467,-1.044403766,-1.087143822,13.0,1.0,2011.0
281,13-01-2011,0,0,1,3,False,4,0,-0.700236631,-0.999556771,-0.356398922,1.015142954110743,-0.712875467,-1.023119311,-1.066850116,13.0,1.0,2011.0
282,13-01-2011,0,0,1,4,False,4,0,-0.700236631,-0.999556771,-0.356398922,0.401368916197016,-0.712875467,-1.001834856,-1.04655641,13.0,1.0,2011.0
283,13-01-2011,0,0,1,5,False,4,0,-0.700236631,-0.999556771,-0.356398922,0.7694690085468815,-0.712875467,-1.023119311,-1.066850116,13.0,1.0,2011.0
284,13-01-2011,0,0,1,6,False,4,0,-0.946429337,-0.614891604,-0.128213834,-0.579683562,-0.712875467,-0.491007944,-0.559507461,13.0,1.0,2011.0
285,13-01-2011,0,0,1,7,False,4,0,-0.946429337,-0.614891604,-0.128213834,-0.579683562,-0.712875467,0.4455080609730916,0.3334156126059909,13.0,1.0,2011.0
286,13-01-2011,0,0,1,8,False,4,0,-0.700236631,-0.806589427,-0.356398922,-0.089157323,0.0789199351608125,3.106064894400271,2.971597420593925,13.0,1.0,2011.0
287,13-01-2011,0,0,1,9,False,4,0,-0.700236631,-0.999556771,-0.356398922,1.015142954110743,-0.396157306,1.828997614355225,1.6930939290305416,13.0,1.0,2011.0
288,13-01-2011,0,0,1,10,False,4,1,-0.454043925,-0.806589427,-0.356398922,1.2599952476827516,-0.396157306,-0.320732307,-0.356570399,13.0,1.0,2011.0
289,13-01-2011,0,0,1,11,False,4,1,0.0383414870177544,-0.42192426,-0.698676553,1.9961954323824824,-0.079439145,-0.384585671,-0.376864105,13.0,1.0,2011.0
290,13-01-2011,0,0,1,12,False,4,0,0.0383414870177544,-0.42192426,-0.698676553,1.7505214868186214,-0.237798226,-0.044034396,-0.072458512,13.0,1.0,2011.0
291,13-01-2011,0,0,1,13,False,4,0,0.2845341931317559,-0.037259093,-0.869815369,1.9961954323824824,-0.396157306,0.6370681529798485,0.5566463809742007,13.0,1.0,2011.0
292,13-01-2011,0,0,1,14,False,4,0,0.2845341931317559,-0.037259093,-0.869815369,1.5056691932466126,-0.237798226,-0.256878943,-0.275395574,13.0,1.0,2011.0
293,13-01-2011,0,0,1,15,False,4,0,0.5307268992457574,0.1544387292524745,-1.040954184,0.7694690085468815,0.0789199351608125,0.0836723316269951,0.0898911380224893,13.0,1.0,2011.0
294,13-01-2011,0,0,1,16,False,4,0,0.5307268992457574,0.1544387292524745,-1.040954184,1.2599952476827516,-0.396157306,0.5306458796427613,0.4551778498977417,13.0,1.0,2011.0
295,13-01-2011,0,0,1,17,False,4,0,0.0383414870177544,-0.230226438,-0.926861641,0.6470428617608774,-0.079439145,2.275971162370991,2.159849171982253,13.0,1.0,2011.0
296,13-01-2011,0,0,1,18,False,4,0,0.0383414870177544,-0.230226438,-0.926861641,1.015142954110743,-0.237798226,1.9141354330248948,1.7945624601070007,13.0,1.0,2011.0
297,13-01-2011,0,0,1,19,False,4,0,-0.454043925,-0.614891604,-0.527537737,0.401368916197016,-0.554516387,0.998903882325945,0.8813456804188696,13.0,1.0,2011.0
298,13-01-2011,0,0,1,20,False,4,0,-0.454043925,-0.614891604,-0.527537737,0.1565166226250073,-0.712875467,0.2752324236337521,0.1710659628836565,13.0,1.0,2011.0
299,13-01-2011,0,0,1,21,False,4,0,-0.700236631,-0.999556771,-0.584584009,0.7694690085468815,-0.712875467,-0.235594488,-0.315982986,13.0,1.0,2011.0
300,13-01-2011,0,0,1,22,False,4,0,-0.700236631,-0.999556771,-0.584584009,1.015142954110743,-0.712875467,-0.448439035,-0.518920048,13.0,1.0,2011.0
301,13-01-2011,0,0,1,23,False,4,0,-0.946429337,-0.806589427,-0.356398922,-0.089157323,-0.554516387,-0.78899031,-0.823325642,13.0,1.0,2011.0
302,14-01-2011,0,0,1,0,False,5,0,-0.946429337,-0.806589427,-0.356398922,-0.089157323,-0.712875467,-0.78899031,-0.843619348,14.0,1.0,2011.0
303,14-01-2011,0,0,1,1,False,5,0,-1.192622044,-0.999556771,-0.128213834,-0.334009617,-0.712875467,-0.980550402,-1.026262704,14.0,1.0,2011.0
304,14-01-2011,0,0,1,2,False,5,0,-1.192622044,-0.999556771,-0.128213834,-0.579683562,-0.712875467,-1.06568822,-1.107437529,14.0,1.0,2011.0
305,14-01-2011,0,0,1,3,False,5,0,-1.192622044,-0.806589427,-0.128213834,-0.824535856,-0.712875467,-1.06568822,-1.107437529,14.0,1.0,2011.0
306,14-01-2011,0,0,1,5,False,5,0,-1.192622044,-0.806589427,-0.128213834,-0.946962002,-0.712875467,-0.916697038,-0.965381585,14.0,1.0,2011.0
307,14-01-2011,0,0,1,6,False,5,0,-1.192622044,-0.230226438,-0.128213834,-1.683162187,-0.712875467,-0.725136946,-0.782738229,14.0,1.0,2011.0
308,14-01-2011,0,0,1,7,False,5,0,-1.192622044,-0.999556771,1.0127116039479385,-0.334009617,-0.712875467,0.4029391516382567,0.2928282001754073,14.0,1.0,2011.0
309,14-01-2011,0,0,1,8,False,5,0,-0.946429337,-0.42192426,0.6704339725461976,-1.683162187,-0.396157306,2.2334022530361564,2.078674347121086,14.0,1.0,2011.0
